School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020),Location 1
HS FOR HEALTH CAREER & SCIENCE - M,M,6,LL 26-EXIT SIGNS,157564.59,CIP,M465,549 AUDUBON AVENUE,Manhattan,10040,MANHATTAN,40.855855,-73.92712,112,10,1076751,1021600018,277,MN1202,"(40.855855, -73.92712)"
P.S. 163 - QUEENS,Q,25,FLOOD ELIMINATION,667000,CIP,Q163,159-01 59 AVENUE,Queens,11365,QUEENS,40.740565,-73.809131,407,20,4146042,4067260070,1215,QN0706,"(40.740565, -73.809131)"
P.S. 14 - QUEENS,Q,24,LSP- DOMESTIC WATER HEATER,191578.18,CIP,Q014,107-01 OTIS AVENUE,Queens,11368,QUEENS,40.74056,-73.854131,404,21,4437311,4019540037,439,QN0402,"(40.74056, -73.854131)"
P.S. 123 - QUEENS,Q,27,FY19 RESO A LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE,374800,CIP,Q123,145-01 119 AVENUE,Queens,11436,QUEENS,40.678296,-73.79562,412,28,4260828,4120190010,18402,QN1203,"(40.678296, -73.79562)"
P.S. 182 - BRONX,X,8,ELECTRICAL WORK FOR A/C INITIATIVE,3881.67,CIP,X182,601 STICKBALL BOULEVARD,Bronx,10473,BRONX,40.818228,-73.856302,209,18,2021923,2035640001,16,BX0902,"(40.818228, -73.856302)"
QUEENS TECH HS - Q,Q,24,FY18 RESO A IPDVS CAMERA INSTALLATION,179245,CIP,Q600,37-02 47 AVENUE,Queens,11101,QUEENS,40.742205,-73.928219,402,26,4003259,4002280020,189,QN0202,"(40.742205, -73.928219)"
K371 SPED - BROOKLYN,K,15,LL 26-EXIT SIGNS,18119,CIP,K371,355 37 STREET,Brooklyn,11232,BROOKLYN,40.654293,-74.005889,307,38,3337059,3006960031,84,BK0702,"(40.654293, -74.005889)"
P.S. 85 - QUEENS,Q,30,LSP DOMESTIC WATER HEATER REPLACEMENT,139334.92,CIP,Q085,23-70 31 STREET,Queens,11105,QUEENS,40.772932,-73.914625,401,22,4017485,4008420031,115,QN0101,"(40.772932, -73.914625)"
P.S. 65 - STATEN ISLAND,R,31,CLOCK TOWER REPAIR @ R829 PERMANENT FIX,780000,CIP,R829,98 GRANT STREET,Staten Island,10301,STATEN IS,40.634032,-74.078611,501,49,5013382,5005060081,21,SI0102,"(40.634032, -74.078611)"
P.S. 76 - BRONX,X,11,COVID VENTILATION,259358,CIP,X076,900 ADEE AVENUE,Bronx,10469,BRONX,40.869593,-73.861282,211,12,2054933,2045520010,342,BX1104,"(40.869593, -73.861282)"
I.S. 349 - BROOKLYN,K,32,EXTERIOR MASONRY / ROOFS / WINDOWS,7956000,CIP,K111,35 STARR STREET,Brooklyn,11221,BROOKLYN,40.70069,-73.927481,304,34,3072497,3031850001,423,BK0401,"(40.70069, -73.927481)"
P.S. 47 - QUEENS,Q,27,FIRE ALARM REPLACEMENT,157766.4,CIP,Q047,9 POWER ROAD,Queens,11693,QUEENS,40.606353,-73.820445,414,32,4448968,4153130485,107201,QN1403,"(40.606353, -73.820445)"
UNIVERSITY HEIGHTS HS - BRONX,X,7,ACCESSIBLE RAMP / EXTERIOR MASONRY / ROOFS / TCU REMOVAL/PLAYGROUND REDEVELOPMENT,7343990,CIP,X470,701 ST ANNS AVENUE,Bronx,10455,BRONX,40.81825,-73.91103,201,17,2001153,2023590240,71,BX0102,"(40.81825, -73.91103)"
I.S. 391 - BRONX,X,10,FY23 RESO A IPDVS CAMERA INSTALLATION / IPDVS CAMERA INSTALLATION,389000,CIP,X137,2225 WEBSTER AVENUE,Bronx,10457,BRONX,40.854515,-73.896703,205,15,2013307,2031430043,379,BX0502,"(40.854515, -73.896703)"
BRONX LAB SCHOOL - BRONX,X,11,COVID VENTILATION,6420000,CIP,X425,800 EAST GUN HILL ROAD,Bronx,10467,BRONX,40.875953,-73.86197,212,12,2057045,2046330040,372,BX1201,"(40.875953, -73.86197)"
P.S. 243 - BROOKLYN,K,16,EXTERIOR MASONRY / PARAPETS / ROOFS,5413000,CIP,K243,1580 DEAN STREET,Brooklyn,11213,BROOKLYN,40.676094,-73.935688,308,36,3035761,3013470001,309,BK0802,"(40.676094, -73.935688)"
P.S. 143 - QUEENS,Q,24,AIR CONDITIONING UNIT (RTU) / EXTERIOR MASONRY / FLOOD ELIMINATION / HEATING SYSTEM UPGRADE / PARAPETS / ROOFS / ROOM CONVERSIONS / WINDOWS,32990000,CIP,Q143,34-55 112 STREET,Queens,11368,QUEENS,40.755535,-73.856362,403,21,4614907,4017560025,381,QN0303,"(40.755535, -73.856362)"
P.S. 43 - BRONX,X,7,FY20 RESO A LIBRARY UPGRADE,60000,CIP,X043,165 BROWN PLACE,Bronx,10454,BRONX,40.806351,-73.921196,201,8,2000205,2022800040,25,BX0101,"(40.806351, -73.921196)"
P.S. 19 - MANHATTAN,M,1,IPDVS CAMERA INSTALLATION,644000,CIP,M019,185 1 AVENUE,Manhattan,10003,MANHATTAN,40.729636,-73.983818,103,2,1006478,1004530034,4001,MN0303,"(40.729636, -73.983818)"
P.S. @ 763 PRESIDENT STREET - BROOKLYN,K,15,Lease,21167000,CAP,K347,763 PRESIDENT STREET,Brooklyn,11215,BROOKLYN,40.674465,-73.977497,306,39,3020189,3009570017,157,BK0602,"(40.674465, -73.977497)"
P.S. 306 - BRONX,X,10,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,17298000,CIP,X306,40 WEST TREMONT AVENUE,Bronx,10453,BRONX,40.851815,-73.91118,205,14,2098721,2028620014,217,BX0501,"(40.851815, -73.91118)"
P.S. 748 - BROOKLYN,K,20,LSP GYM FLOOR REPLACEMENT,125000,CIP,K163,1664 BENSON AVENUE,Brooklyn,11214,BROOKLYN,40.607234,-74.007199,311,47,3167623,3063990026,180,BK1102,"(40.607234, -74.007199)"
P.S. 71 - BRONX,X,8,EXTERIOR MASONRY / FLOOD ELIMINATION / FULL PROGRAM ACCESSIBILITY / KITCHEN EXHAUST REPLACEMENT / LOW-VOLTAGE ELECTRICAL SYSTEM / PARAPETS / ROOFS / TCU REMOVAL/PLAYGROUND REDEVELOPMENT / WINDOWS,39543411,CIP,X071,3040 ROBERTS AVENUE,Bronx,10461,BRONX,40.845787,-73.829829,210,13,2046140,2041710001,26602,BX1003,"(40.845787, -73.829829)"
I.S. 340 - BROOKLYN,K,13,LOW VOLTAGE ELECTRICAL SYSTEMS,873713.01,CIP,K874,227 STERLING PLACE,Brooklyn,11238,BROOKLYN,40.676094,-73.97038,308,35,3029060,3011640057,163,BK0801,"(40.676094, -73.97038)"
3K CENTER @ 48-18 VAN DAM STREET - QUEENS,Q,24,Lease,8992964,CAP,Q444,48-18 VAN DAM STREET,Queens,11101,QUEENS,40.740653,-73.934395,402,26,4003541,4002840001,19902,QN0202,"(40.740653, -73.934395)"
I.S. 241 - BRONX,X,9,ROOF REPLACEMENT,9079000,CIP,X970,1595 BATHGATE AVENUE,Bronx,10457,BRONX,40.839244,-73.901316,203,15,2009555,2029130001,167,BX0302,"(40.839244, -73.901316)"
FRANKLIN D. ROOSEVELT HS - K,K,20,CLIMATE CONTROL / COVID VENTILATION / FIRE ALARM SYSTEM REPLACEMENT / PATH OF TRAVEL STH SBHC / STH SBHC,17848000,CIP,K505,5800 20 AVENUE,Brooklyn,11204,BROOKLYN,40.620446,-73.981795,312,44,3131537,3055060006,468,BK1204,"(40.620446, -73.981795)"
P.S. 138 - BROOKLYN,K,17,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,7693030,CIP,K138,760 PROSPECT PLACE,Brooklyn,11216,BROOKLYN,40.67438,-73.951443,308,36,3330794,3012330026,31701,BK0802,"(40.67438, -73.951443)"
P.S. 26 - QUEENS,Q,26,EXISTING BUILDING WORK-FIRE ALARM,1834255.8,CIP,Q026,195-02 69 AVENUE,Queens,11365,QUEENS,40.736922,-73.77799,408,23,4153296,4071170421,134702,QN0803,"(40.736922, -73.77799)"
P.S. 91 - BROOKLYN,K,17,ELECTRICAL SYSTEM UPGRADE / EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,13391000,CIP,K091,532 ALBANY AVENUE,Brooklyn,11203,BROOKLYN,40.661886,-73.93994,309,40,3106599,3047940026,806,BK0902,"(40.661886, -73.93994)"
HILLCREST HS - QUEENS,Q,28,FIRE PROTECTION PLAN,2097000,CIP,Q505,160-05 HIGHLAND AVENUE,Queens,11432,QUEENS,40.709079,-73.801856,408,24,4448767,4097740001,448,QN0805,"(40.709079, -73.801856)"
P.S. 42 - QUEENS,Q,27,EXTERIOR MASONRY / PARAPETS / WINDOWS,15970000,CIP,Q042,488 BEACH 66 STREET,Queens,11692,QUEENS,40.594538,-73.795304,414,31,4302817,4160390014,964,QN1402,"(40.594538, -73.795304)"
P.S. 213 - QUEENS,Q,26,CLIMATE CONTROL / ELECTRICAL UPGRADE / ELECTRIFICATION/HEAT PUMP SYSTEMS / HEATING PLANT UPGRADE / LOW VOLTAGE ELECTRICAL SYSTEM / WATER PENETRATION IN BOILER ROOM,20212000,CIP,Q213,231-02 67 AVENUE,Queens,11364,QUEENS,40.747747,-73.745747,411,23,4163698,4076770001,1377,QN1104,"(40.747747, -73.745747)"
J.H.S. 47 (SCH FOR THE DEAF) - M,M,2,LOW VOLTAGE ELECTRICAL SYSTEM,2773000,CIP,M047,223 EAST 23 STREET,Manhattan,10010,MANHATTAN,40.738548,-73.982455,106,2,1019775,1009040024,64,MN0602,"(40.738548, -73.982455)"
HARRY S. TRUMAN HS - X,X,11,EXTERIOR MASONRY / ROOFS / WINDOWS,18600000,CIP,X455,750 BAYCHESTER AVENUE,Bronx,10475,BRONX,40.874088,-73.833904,210,12,2116159,2051410150,46205,BX1004,"(40.874088, -73.833904)"
P.S. 189 - MANHATTAN,M,6,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / PLAYGROUND / ROOFS,11745000,CIP,M189,2580 AMSTERDAM AVENUE,Manhattan,10040,MANHATTAN,40.852631,-73.927604,112,10,1076750,1021590051,277,MN1202,"(40.852631, -73.927604)"
P.S. 53 - BRONX,X,9,STH- SBHC,2995000,CIP,X053,360 EAST 168 STREET,Bronx,10456,BRONX,40.832866,-73.911418,204,16,2002299,2024350075,175,BX0401,"(40.832866, -73.911418)"
QUEENS COLLEGIATE SCHOOL - QUEENS,Q,28,LSP- LIGHTING UPGRADE,530267.29,CIP,Q470,167-01 GOTHIC DRIVE,Queens,11432,QUEENS,40.713218,-73.797237,408,24,4448806,4098580100,452,QN0805,"(40.713218, -73.797237)"
K368 SPED - BROOKLYN,K,14,FY22 RESO A GYMNASIUM UPGRADE,372000,CIP,K033,70 TOMPKINS AVENUE,Brooklyn,11206,BROOKLYN,40.697152,-73.946641,303,36,3048517,3017430018,257,BK0301,"(40.697152, -73.946641)"
ABRAHAM LINCOLN HS - BROOKLYN,K,21,FY20 RESO A CAFETERIA UPGRADE / FY20 RESO A PATH OF TRAVEL CAFETERIA UPGRADE,555000,CIP,K410,2800 OCEAN PARKWAY,Brooklyn,11235,BROOKLYN,40.581681,-73.967308,313,47,3196293,3072540001,354,BK1302,"(40.581681, -73.967308)"
P.S. 142 - MANHATTAN,M,1,EXTERIOR MASONRY / PARAPETS / ROOFS,8640000,CIP,M142,100 ATTORNEY STREET,Manhattan,10002,MANHATTAN,40.718383,-73.984452,103,1,1004080,1003430001,1402,MN0302,"(40.718383, -73.984452)"
YOUNG W. LEADERSHIP SCL ASTORIA- Q,Q,30,CHAPEL ROOM CONVERSION,2842800.5,CIP,Q739,23-15 NEWTOWN AVENUE,Queens,11102,QUEENS,40.771215,-73.924591,401,22,4440035,4005420008,69,QN0103,"(40.771215, -73.924591)"
P.S. 88 - BRONX,X,9,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,879000,CIP,X088,1340 SHERIDAN AVENUE,Bronx,10456,BRONX,40.837275,-73.913574,204,16,2094533,2028300017,17902,BX0403,"(40.837275, -73.913574)"
P.S. 160 - BRONX,X,11,FY20 RESO A AUDITORIUM UPGRADE,225795,CIP,X160,4140 HUTCHINSON RIVER PARKWAY EAST,Bronx,10475,BRONX,40.864687,-73.824299,210,12,2072352,2051350200,30201,BX1004,"(40.864687, -73.824299)"
P.S. 173 - MANHATTAN,M,6,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / PAVED AREAS- CONCRETE / ROOFS,9926550,CIP,M173,306 FORT WASHINGTON AVENUE,Manhattan,10033,MANHATTAN,40.845469,-73.940468,112,10,1063503,1021420154,263,MN1201,"(40.845469, -73.940468)"
I.S. 62 - BROOKLYN,K,20,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,7422000,CIP,K062,700 CORTELYOU ROAD,Brooklyn,11218,BROOKLYN,40.638686,-73.971651,312,39,3126842,3053910001,490,BK1203,"(40.638686, -73.971651)"
P.S. 207 - BROOKLYN,K,22,ELECTRICAL WORK FOR A/C INITIATIVE,7216,CIP,K207,4011 FILLMORE AVENUE,Brooklyn,11234,BROOKLYN,40.613353,-73.930129,318,46,3239388,3084840001,652,BK1802,"(40.613353, -73.930129)"
PERFORMING ARTS AND TECH. HS - K,K,19,FY14 RESO A GYMNASIUM UPGRADE,1032000,CIP,K435,400 PENNSYLVANIA AVENUE,Brooklyn,11207,BROOKLYN,40.667456,-73.894747,305,42,3084440,3037880001,1156,BK0502,"(40.667456, -73.894747)"
R025 SPED - STATEN ISLAND,R,31,PATH OF TRAVEL WORK FOR R119 LEASED SITE (LLWS 124434 & 126879) / PHASE II RENOVATIONS,2613650,CIP,R119,30 WELLBROOK AVENUE,Staten Island,10314,STATEN IS,40.604824,-74.130782,502,49,5106948,5007700009,18703,SI0203,"(40.604824, -74.130782)"
P.S. 138 - BRONX,X,8,Addition,57799000,CAP,X138,2060 LAFAYETTE AVENUE,Bronx,10473,BRONX,40.822665,-73.853366,209,18,2022289,2036090016,74,BX0903,"(40.822665, -73.853366)"
THE HIGH SCHOOL FOR CLIMATE JUSTICE,M,2,LSP HOT WATER HEATER,74000,CIP,M645,320 EAST 96 STREET,Manhattan,10128,MANHATTAN,40.783625,-73.945637,108,8,1050338,1015580034,15601,MN0803,"(40.783625, -73.945637)"
Q177 SPED - QUEENS,Q,26,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,7221000,CIP,Q177,56-37 188 STREET,Queens,11365,QUEENS,40.74391,-73.788133,411,20,4128231,4056740002,1417,QN1101,"(40.74391, -73.788133)"
I.S. 171 - BROOKLYN,K,19,EXTERIOR MASONRY,3767000,CIP,K171,528 RIDGEWOOD AVENUE,Brooklyn,11208,BROOKLYN,40.68618,-73.869625,305,37,3092456,3041340020,1184,BK0501,"(40.68618, -73.869625)"
HS FOR ARTS & TECHNOLOGY - M,M,3,AHU REPLACEMENT / CAFETERIA UPGRADE,8995000,CIP,M490,122 AMSTERDAM AVENUE,Manhattan,10023,MANHATTAN,40.774351,-73.984753,107,6,1030343,1011570025,15101,MN0701,"(40.774351, -73.984753)"
P.S. 101 - QUEENS,Q,28,LSP- DOMESTIC WATER HEATER,151075.45,CIP,Q101,2 RUSSELL PLACE,Queens,11375,QUEENS,40.715585,-73.843898,406,29,4078312,4032700001,723,QN0602,"(40.715585, -73.843898)"
P.S. 4 - STATEN ISLAND,R,31,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,6877000,CIP,R004,200 NEDRA LANE,Staten Island,10312,STATEN IS,40.552975,-74.194597,503,51,5079499,5060250030,17013,SI0303,"(40.552975, -74.194597)"
P.S. 118 - QUEENS,Q,29,LSP DOMESTIC WATER HEATER REPLACEMENT,167718.72,CIP,Q118,190-20 109 ROAD,Queens,11412,QUEENS,40.703585,-73.765838,412,27,4233850,4109260050,504,QN1205,"(40.703585, -73.765838)"
I.S. 221 - BRONX,X,7,LOW-VOLTAGE ELECTRICAL / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,7564000,CIP,X149,360 EAST 145 STREET,Bronx,10454,BRONX,40.813785,-73.92032,201,8,2097038,2023060054,43,BX0101,"(40.813785, -73.92032)"
P.S. 152 - MANHATTAN,M,6,NYS AUDITORIUM UPGRADE,1457880,CIP,M152,93 NAGLE AVENUE,Manhattan,10040,MANHATTAN,40.860412,-73.927936,112,10,1064149,1021730001,283,MN1202,"(40.860412, -73.927936)"
I.S. 74 - QUEENS,Q,26,IDA GYM FLOOR REPLACEMENT @ Q074,534700,CIP,Q074,61-15 OCEANIA STREET,Queens,11364,QUEENS,40.745201,-73.767446,411,23,4163953,4077230001,1367,QN1104,"(40.745201, -73.767446)"
HS FOR HEALTH PROF & HUMAN SERV-M,M,2,AUDITORIUM UPGRADE / EXTERIOR MASONRY / PARAPETS / PATH OF TRAVEL AUDITORIUM UPGRADE / ROOFS / WINDOWS,27711000,CIP,M475,345 EAST 15 STREET,Manhattan,10003,MANHATTAN,40.732447,-73.983031,106,2,1020419,1009220008,48,MN0602,"(40.732447, -73.983031)"
P.S. 71 - QUEENS,Q,24,COVID FIRE ALARM REPLACEMENT / COVID VENTILATION / FY19 RESO A PA SYSTEM UPGRADE,7965000,CIP,Q071,62-85 FOREST AVENUE,Queens,11385,QUEENS,40.711203,-73.905286,405,30,4083519,4034920007,59501,QN0502,"(40.711203, -73.905286)"
P.S. 175 HENRY H GARNET - M,M,5,CHARTER MATCH AUDITORIUM UPGRADE / PATH OF TRAVEL CHARTER MATCH AUDITORIUM UPGRADE,2285000,CIP,M175,175 WEST 134 STREET,Manhattan,10030,MANHATTAN,40.814422,-73.943664,110,9,1058248,1019190006,228,MN1002,"(40.814422, -73.943664)"
P.S. 76 - BRONX,X,11,AUDITORIUM UPGRADE / PATH OF TRAVEL AUDITORIUM UPGRADE,799650,CIP,X076,900 ADEE AVENUE,Bronx,10469,BRONX,40.869593,-73.861282,211,12,2054933,2045520010,342,BX1104,"(40.869593, -73.861282)"
P.S. 22 - QUEENS,Q,25,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,1219975,CIP,Q022,153-33 SANFORD AVENUE,Queens,11355,QUEENS,40.761249,-73.811808,407,20,4438184,4053280001,1167,QN0704,"(40.761249, -73.811808)"
P.S. 112 - QUEENS,Q,30,FY17 RESO A PLAYGROUND REDEVELOPMENT,1067000,CIP,Q112,25-05 37 AVENUE,Queens,11101,QUEENS,40.756891,-73.934523,401,26,4004170,4003440001,3302,QN0105,"(40.756891, -73.934523)"
P.S. 109 - BRONX,X,9,PAVED AREAS- BLACKTOP,155000,CIP,X109,1771 POPHAM AVENUE,Bronx,10453,BRONX,40.851414,-73.918533,205,14,2094549,2028770393,20502,BX0501,"(40.851414, -73.918533)"
P.S. 277 - BRONX,X,7,EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS,6996000,CIP,X027,519 ST ANNS AVENUE,Bronx,10455,BRONX,40.813517,-73.913402,201,8,2000114,2022740023,43,BX0101,"(40.813517, -73.913402)"
I.S. 528 - MANHATTAN,M,6,IPDVS INSTALLATIONS,473000,CIP,M528,180 WADSWORTH AVENUE,Manhattan,10033,MANHATTAN,40.85051,-73.934485,112,10,1063928,1021640032,271,MN1202,"(40.85051, -73.934485)"
P.S. 192 - BROOKLYN,K,20,COVID VENTILATION,254750,CIP,K192,4715 18 AVENUE,Brooklyn,11204,BROOKLYN,40.629303,-73.979995,312,44,3128909,3054450001,476,BK1202,"(40.629303, -73.979995)"
P.S. 127 - QUEENS,Q,30,IPDVS INSTALLATIONS,485000,CIP,Q127,98-01 25 AVENUE,Queens,11369,QUEENS,40.764646,-73.871641,403,21,4024487,4011090016,357,QN0302,"(40.764646, -73.871641)"
P.S. 15 - BROOKLYN,K,15,IPDVS CAMERA INSTALLATION,350000,CIP,K015,71 SULLIVAN STREET,Brooklyn,11231,BROOKLYN,40.677343,-74.011558,306,38,3008585,3005660001,5301,BK0601,"(40.677343, -74.011558)"
P.S. 56 - QUEENS,Q,27,LOW VOLTAGE ELECTRICAL SYSTEM,890000,CIP,Q056,86-10 114 STREET,Queens,11418,QUEENS,40.69919,-73.835299,409,29,4192689,4092260057,130,QN0902,"(40.69919, -73.835299)"
FRANCIS LEWIS HS - QUEENS,Q,26,FY20 RESO A ATHLETIC FIELD UPGRADE,10542368,CIP,Q431,58-20 UTOPIA PARKWAY,Queens,11365,QUEENS,40.740724,-73.79283,411,20,4148763,4068820001,1417,QN1101,"(40.740724, -73.79283)"
NEVINS DAY CARE CENTER,K,15,ACS EARLY LEARN LEASE IMPROVEMENT / PATH OF TRAVEL,2220167,CIP,KBGZ,460 ATLANTIC AVENUE,Brooklyn,11217,BROOKLYN,40.686296,-73.983223,302,33,3000937,3001840025,41,BK0202,"(40.686296, -73.983223)"
HS OF COMPUTERS & TECHNOLOGY - X,X,11,ATHLETIC FIELD / FIELD HOUSE,17463000,CIP,X426,774 EAST GUN HILL ROAD,Bronx,10467,BRONX,40.876341,-73.863195,212,12,2057040,2046320050,372,BX1201,"(40.876341, -73.863195)"
P.S. 80 - QUEENS,Q,28,FY22 RESO A AUDITORIUM UPGRADE,382132,CIP,Q080,171-05 137 AVENUE,Queens,11434,QUEENS,40.67282,-73.769252,412,28,4270056,4124950166,33405,QN1204,"(40.67282, -73.769252)"
P.S. 62 - BRONX,X,8,FULL PROGRAM ACCESSIBILITY / WINDOWS,18595000,CIP,X062,660 FOX STREET,Bronx,10455,BRONX,40.814031,-73.900609,202,17,2005089,2026830065,83,BX0202,"(40.814031, -73.900609)"
P.S. 94 - BRONX,X,10,COVID VENTILATION,255320,CIP,X361,268 EAST 211 STREET,Bronx,10467,BRONX,40.881564,-73.8748,207,11,2115241,2033560036,43102,BX0703,"(40.881564, -73.8748)"
P.S. 47 - BRONX,X,12,WALK-IN REFRIGERATORS AND FREEZERS,352000,CIP,X047,1794 EAST 172 STREET,Bronx,10472,BRONX,40.832902,-73.866848,209,18,2025622,2037860016,76,BX0901,"(40.832902, -73.866848)"
P.S. 124 - QUEENS,Q,27,FY21 RESO A ATHLETIC FIELDS,2480000,CIP,Q124,129-15 150 AVENUE,Queens,11420,QUEENS,40.665058,-73.811701,410,28,4257530,4118820001,84602,QN1001,"(40.665058, -73.811701)"
THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,M,2,COVID CLIMATE CONTROL / COVID LOW VOLTAGE ELECTRICAL SYSTEM / COVID VENTILATION,19820000,CIP,M460,40 IRVING PLACE,Manhattan,10003,MANHATTAN,40.735494,-73.987659,106,2,1017828,1008720057,50,MN0602,"(40.735494, -73.987659)"
P.S. 156 - QUEENS,Q,29,FY23 RESO A COMPUTER LAB UPGRADE / PATH OF TRAVEL RESO A COMPUTER LAB UPGRADE,464995,CIP,Q156,229-02 137 AVENUE,Queens,11413,QUEENS,40.673069,-73.743173,413,31,4283015,4131700012,646,QN1305,"(40.673069, -73.743173)"
"HERO HIGH (HEALTH, EDUCATION, AND RESEARCH OCCUPAT",X,7,STH SBHC,2918000,CIP,X655,455 SOUTHERN BOULEVARD,Bronx,10455,BRONX,40.810803,-73.907015,201,8,2003883,2025760026,35,BX0101,"(40.810803, -73.907015)"
P.S. 88 - QUEENS,Q,24,PLANYC PLAYGROUND REDEVELOPMENT,1746800,CIP,Q088,60-85 CATALPA AVENUE,Queens,11385,QUEENS,40.703779,-73.896374,405,30,4085173,4035340012,585,QN0502,"(40.703779, -73.896374)"
I.S. 131 - BRONX,X,8,FY19 RESO A AUDITORIUM UPGRADE,389000,CIP,X131,885 BOLTON AVENUE,Bronx,10473,BRONX,40.82346,-73.859647,209,18,2103869,2036440001,42,BX0902,"(40.82346, -73.859647)"
I.S. 118 - BRONX,X,10,FY19 RESO A SUPPLEMENTAL COOLING,684000,CIP,X118,577 EAST 179 STREET,Bronx,10457,BRONX,40.848339,-73.89308,206,15,2011995,2030690001,37504,BX0602,"(40.848339, -73.89308)"
P.S. 126 - MANHATTAN,M,2,EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS,26926890,CIP,M126,80 CATHERINE STREET,Manhattan,10038,MANHATTAN,40.710729,-73.996631,103,1,1083357,1001110160,25,MN0301,"(40.710729, -73.996631)"
P.S. 47 - BRONX,X,12,FULL PROGRAM ACCESSIBILITY / LOW-VOLTAGE ELECTRICAL SYSTEM,12720000,CIP,X047,1794 EAST 172 STREET,Bronx,10472,BRONX,40.832902,-73.866848,209,18,2025622,2037860016,76,BX0901,"(40.832902, -73.866848)"
I.S. 448 - BROOKLYN,K,15,LSP FY23 RESO A GYMNASIUM UPGRADE,240000,CIP,K142,610 HENRY STREET,Brooklyn,11231,BROOKLYN,40.68007,-74.001377,306,39,3336036,3003690001,63,BK0601,"(40.68007, -74.001377)"
P.S. 26 - STATEN ISLAND,R,31,ELECTRICAL WORK FOR A/C INITIATIVE,3146.56,CIP,R026,4108 VICTORY BOULEVARD,Staten Island,10314,STATEN IS,40.591702,-74.190648,502,50,5107386,5026340001,29102,SI0204,"(40.591702, -74.190648)"
P.S. 140 - QUEENS,Q,28,LSP- DOMESTIC HOT WATER HEATER,271744.76,CIP,Q140,166-01 116 AVENUE,Queens,11434,QUEENS,40.686798,-73.781247,412,28,4267260,4123410031,278,QN1203,"(40.686798, -73.781247)"
D75 SCHOOL @ 1514 72 STREET - BROOKLYN,K,20,Lease,11603878,CAP,K464,1514 72 STREET,Brooklyn,11228,BROOKLYN,40.619061,-74.000753,311,38,3383724,3061910001,190,BK1101,"(40.619061, -74.000753)"
I.S. 71 - BROOKLYN,K,14,WATER INFILTRATION,1499000,CIP,K071,215 HEYWARD STREET,Brooklyn,11206,BROOKLYN,40.703624,-73.953146,301,33,3061064,3022270001,529,BK0103,"(40.703624, -73.953146)"
P.S. 67 - BRONX,X,12,AUDITORIUM SEATING / PATH OF TRAVEL AUDITORIUM SEATING,684360,CIP,X067,2024 MOHEGAN AVENUE,Bronx,10460,BRONX,40.843945,-73.884788,206,15,2013142,2031230003,363,BX0601,"(40.843945, -73.884788)"
P.S. 7 - QUEENS,Q,24,LSP- DOMESTIC WATER HEATER,13607.82,CIP,Q007,80-55 CORNISH AVENUE,Queens,11373,QUEENS,40.739115,-73.882487,404,25,4467710,4015380075,485,QN0401,"(40.739115, -73.882487)"
PS 182 ANNEX - QUEENS,Q,28,Lease,4433000,CAP,Q278,88-13 PARSONS BOULEVARD,Queens,11432,QUEENS,40.706521,-73.802084,412,24,4208939,4097640001,44602,QN1201,"(40.706521, -73.802084)"
I.S. 204 - QUEENS,Q,30,EXTERIOR MASONRY / PARAPETS / WINDOWS,13889000,CIP,Q204,36-41 28 STREET,Queens,11106,QUEENS,40.757065,-73.932664,401,26,4004156,4003430001,51,QN0105,"(40.757065, -73.932664)"
ALC - BROOKLYN CHOICES,K,32,EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS,5947484,CIP,K799,271 MELROSE STREET,Brooklyn,11206,BROOKLYN,40.702083,-73.929647,304,34,3071962,3031570037,425,BK0401,"(40.702083, -73.929647)"
NEW DESIGN MIDDLE SCHOOL - MANHATTAN,M,5,WALK-IN REFRIGERATORS AND FREEZERS,419000,CIP,M195,625 WEST 133 STREET,Manhattan,10027,MANHATTAN,40.819267,-73.957104,109,7,1059942,1020010005,22302,MN0902,"(40.819267, -73.957104)"
P.S. 36 - QUEENS,Q,29,EXTERIOR MASONRY / PARAPETS / ROOFS,5517000,CIP,Q036,187-01 FOCH BOULEVARD,Queens,11412,QUEENS,40.690828,-73.763907,412,27,4268900,4124390032,366,QN1205,"(40.690828, -73.763907)"
